용어,설명
데드 레커닝 [Dead Reckoning],"분산 네트워크 기반 실시간 시뮬레이션 환경에서 트래픽 데이터(traffic data)를 감소시키기 위해 사용하는 기법. 데드(dead)라는 말은 신호를 받지 못하고 있는 상태를 말하며 레커닝(reckoning)은 추산한다는 의미로, 신호가 없는 동안에는 추측하..."
"편구배 [Cant, 偏勾配]",도로의 곡선부에서 바깥쪽을 안쪽보다 일정 값만큼 높여 준 것. 철도나 도로의 곡선부를 주행하는 차량은 원심력 때문에 바깥쪽으로 떨어져 나가려고 하므로 이것을 방지하기 위해서는 바깥쪽을 안쪽보다 높여 줄 필요가 있다. 편경사라고도 한다.
"건조자 정박 시운전 [Builder's Harbor Trial, 建造者碇泊試運轉]","건조자 시운전 종목 중 함정을 부두에 정박시킨 상태에서 수행하는 시운전. 항해 시운전을 위하여 함정 체계에 대한 준비 상태를 입증하여야 하며, 시운전 과정에서 발생되는 결함 사항 중 항해 시운전에 영향을 미치는 결함 사항은 다음 항해 시운전 실..."
"종지 전압 [Final Discharge Voltage, 終止電壓]",축전지를 더 이상 충전할 수 없는 상태의 방전 한계 전압. 20시간율의 전류로 방전하였을 경우 방전 종료 전압은 1셀당 1.75V이므로 12V용 축전지의 방전 종료 전압은 10.5V이다.
솔레노이드 밸브 [Solenoid Valve],"주로 유압 회로에 사용되는 유압 솔레노이드 밸브와 공압 회로에 사용되는 에어 솔레노이드 밸브, 그리고 단순히 전자력을 이용한 솔레노이드 밸브가 있다. 유압용 솔레노이드 밸브는 주로 유압 펌프에서 가해진 힘을 작동 기기의 시동, 정지 및 운동..."
예정가격 [豫定價格],"국가나 지방자치단체가 당사자가 되어 계약을 체결할 때에 계약금액결정의 기준을 삼기 위하여 입찰 전 또는 계약대상자와의 협상 전에 계약공무원이 미리 작성, 비치하여두는 계약금액의 예정액을 말한다."
"공중 우세 전투기 [Air Superiority Fighter, 空中優勢戰鬪機]","공중 작전에서 아군의 공중 우세를 달성하기 위한 목적으로 사용하는 전투기. 공중 우세 전투기는 제공 전투기, 공중 전투기, 호위 전투기, 침투 전투기로 세분된다."
"함정 건조 기본 지침서 [Top Level Requirement, 艦艇建造基本指針書]","함정 설계 및 건조를 위한 기본 지침서. 개념 설계 결과 및 작전 운용 성능에 근거하여 함정의 임무, 작전 요구 성능, 주요 무기 체계 및 장비의 요구 성능, 정비 및 군수 지원 개념, 함정 편성(승조원 수) 등을 규정하고 있다."
"품류 부호 [Expendable Reparable, 品類符號]","정비에 있어 해당 품목의 품류 및 반납 한계를 구분하여 불출과 반납 실적을 확인하는데 사용되는 보급 수준 조정 부호. 청구 부호라고도 하며, 그 부호는 다음과 같다. K: 등록 장비, P: 기지 반납 대상 수리 부속품, R: 기지 반납 대상 소모품, W: 기지..."
무기 체계 국외 도입 방법 [武器體系國外導入方法],"무기 체계 국외 도입 방법에는 기술 도입 생산, 직구매, 임차가 있다. 기술 도입 생산은 그 형태에 따라 면허 생산, 공동 생산, 조립 생산으로 구분한다. 직구매는 대외 군사 판매, 상업 구매, 조달청에 의한 구매로 구분한다."
"초기 고장 배제 [Burnin, 初期故障排除]",품목의 작동을 원활하게 하고 특성을 안정시키기 위하여 사용 전에 일정 기간 동작시키는 일. 이것은 선별 검사(screening)에 도움이 된다. 사전 조건 처리라고도 한다.
크로스 도킹 [Cross Docking],"물류 센터로 입고되는 상품을 물류 센터에 보관하는 것이 아니라, 분류 또는 재포장의 과정을 거쳐 곧바로 다시 배송하는 물류 시스템. 물류 센터를 상품 이동 중개 기지의 역할을 수행하도록 하는 것으로, 여러 공급자 · 생산자로부터 대량의 여러 상품..."
"아이론 정비 [Inspect And Repair Only As Necessary, IROAN整備]","정밀 검사 후 수리 정도를 결정함으로써, 불필요한 분해 수리를 억제하고, 최소한의 비용으로 정비 표준 요건을 충족하는 정비. 아이론 정비는 장비의 불필요한 분해로 야기되는 고장을 방지하고 정비 비용을 최소화하는 장점이 있다."
"연합 권한 위임 사항 [Combined Delegated Authority, 聯合權限委任事項]","정전 시 연합사령관이 연합 임무, 계획 및 과업을 수행할 수 있도록 연합사령관에게 위임된 권한. 여기에는 지정된 부대에 대하여 다음 분야에 대한 지시를 할 수 있는 권한이 포함된다. (1) 전쟁 억제, 방어 및 정전 협정 준수를 위한 연합 위기 관리. (..."
"조달 [Procurement, 調達]","경제주체의 활동에 필요한 적정한 물자, 시설 또는 용역을 필요한 시기와 장소에 획득함으로써 경제주체의 활동을 원활하게 하는 것을 말한다. ※ 구매의 개념과 비교 가. 구매의 경우에는 일정한 반대급부, 즉 대가가 수반되는데 대하여 조달의 경우..."
"조파 항력 [Wave Drag, 造波抗力]","충격파 뒤 공기가 흐르는 속도는 감소하는 반면, 압력 · 온도 · 밀도는 갑작스럽게 상승하여 발생하는 흐름 분리로 인한 항력."
"양압 [Positive Pressure, 陽壓]","외부의 오염된 공기가 침투하지 못하도록 하고 제독을 위한 공기가 자연스럽게 외부로 흐를 수 있도록 한, 대기압보다 약간 높은 압력. 양압이 높을수록 외부 오염 공기의 침투 방지에 효과적이고 방폭 밸브를 줄일 수 있는 장점이 있으나, 압력이 높아..."
"선박의 길이 [Length Between Perpendiculars, Length Overall, 船舶]",(1) 전장(LOA). 함의 최 전단부로부터 최 후단부까지의 총 길이(m). (2) 수선 간 길이(LBP). 만재 흘수선 상에서 함수(FP)로부터 함미(AP)까지의 수평 거리.
"일반 개산 계약 [Cost Plus Percentage Contract, 一般槪算契約]","예정 가격을 작성할 수 있는 원가 자료가 없어 개산 가격에 의하여 체결한 계약. 계약을 이행한 후에 계약 이행 중 발생된 실제 원가에 일정 이윤율을 적용하여 산정한 이윤을 합하여 계약 금액을 확정하는 계약 방법이다. 탐색 개발, 체계 개발(이와 관..."
F년도 [F年度],"모든 관리 활동을 수행하는 현재 연도로서 지침 통지, 계획 수립 또는 문서 발간을 행하는 연도를 말한다."
"겉보기 밀도 [Apparent Density, ---密度]","다공체의 폐기공을 포함한 밀도로서, 다공체의 질량을 고상 부분과 폐기공 합계의 용적으로 나눈 값. 다공체의 건조 중량이 w1, 수중 중량이 w2일 때 물의 밀도를 1g/cm3로 하면 겉보기 밀도는 w1/(w1-w2)의 공식으로 구할 수 있다."
동시조달수리부속 [同時調達修理附屬],초도 및 후속 보급되는 장비의 필수 소요 수리 부속품을 장비와 동시에 조달하여 효율적인 장비 유지 및 정비 관리를 도모하기 위한 수리 부속품을 말한다. 초도 보급 소요 산정 시 사용 부대 및 지원 시설 부대의 3년 간 보급 지원을 고려하여 확보하며...
기초 금액 [基礎金額],예정 가격을 결정하기 위하여 가격 조사 또는 원가 계산 방식에 의하여 산정한 금액.
"구매 [Purchase, 購買]","(1) 물건을 사들임 또는 구입하는 것. 소비자가 상품을 구입하기 위하여 계약 체결을 위한 상담을 하고, 그 계약에 따라 상품을 인도받고 대금을 지불하는 과정을 말한다. 즉 물물교환을 포함하여 대가를 지불하고 어떠한 형태의 재산에 대한 소유권을..."
"핵 실험 금지 조약 [Nuclear Testing Ban Treaty, 核實驗禁止條約]",핵 실험을 금지하기 위해 결의된 조약. 부분적 핵 실험 금지 조약(PTBT)과 포괄적 핵 실험 금지 조약(CTBT)이 있다. 부분적 핵 실험 금지 조약은 지하 핵 실험을 제외한 모든 핵무기의 실험을 금지한다는 내용의 다자간 조약으로 1963년 모스크바에서...
"최적 순항 속도 [Optimum Cruise Speed, 最適巡航速度]",최적 순항 고도에서의 속도.
"기본 불출 품목 [Basic Issue Item, 基本不出品目]","완성 장비를 사용 부대에 불출 시 즉각적인 운용 유지가 가능하도록, 주 장비와 동시에 보급되어야 할 품목. 주 장비에 소요되는 수리 부속이 아닌 각종 부수 장비, 공구, 교범 등이 포함된다."
"초기 고장 배제 [Burnin, 初期故障排除]",품목의 작동을 원활하게 하고 특성을 안정시키기 위하여 사용 전에 일정 기간 동작시키는 일. 이것은 선별 검사(screening)에 도움이 된다. 사전 조건 처리라고도 한다.
크로스 도킹 [Cross Docking],"물류 센터로 입고되는 상품을 물류 센터에 보관하는 것이 아니라, 분류 또는 재포장의 과정을 거쳐 곧바로 다시 배송하는 물류 시스템. 물류 센터를 상품 이동 중개 기지의 역할을 수행하도록 하는 것으로, 여러 공급자 · 생산자로부터 대량의 여러 상품..."
"아이론 정비 [Inspect And Repair Only As Necessary, IROAN整備]","정밀 검사 후 수리 정도를 결정함으로써, 불필요한 분해 수리를 억제하고, 최소한의 비용으로 정비 표준 요건을 충족하는 정비. 아이론 정비는 장비의 불필요한 분해로 야기되는 고장을 방지하고 정비 비용을 최소화하는 장점이 있다."
"연합 권한 위임 사항 [Combined Delegated Authority, 聯合權限委任事項]","정전 시 연합사령관이 연합 임무, 계획 및 과업을 수행할 수 있도록 연합사령관에게 위임된 권한. 여기에는 지정된 부대에 대하여 다음 분야에 대한 지시를 할 수 있는 권한이 포함된다. (1) 전쟁 억제, 방어 및 정전 협정 준수를 위한 연합 위기 관리. (..."
"조달 [Procurement, 調達]","경제주체의 활동에 필요한 적정한 물자, 시설 또는 용역을 필요한 시기와 장소에 획득함으로써 경제주체의 활동을 원활하게 하는 것을 말한다. ※ 구매의 개념과 비교 가. 구매의 경우에는 일정한 반대급부, 즉 대가가 수반되는데 대하여 조달의 경우..."
"조파 항력 [Wave Drag, 造波抗力]","충격파 뒤 공기가 흐르는 속도는 감소하는 반면, 압력 · 온도 · 밀도는 갑작스럽게 상승하여 발생하는 흐름 분리로 인한 항력."
"작약 [Burster, 炸藥]","화학탄, 폭탄 또는 지뢰의 충전물로서 탄체를 파열 및 비산시켜 살상 및 파괴 효과를 발생시키는 데 사용되는 고성능 화약. 작약은 강한 폭발력과 함께 저장 시 외부의 충격에 쉽게 폭발하지 않는 안전성과 장기 보관할 수 있는 특성도 요구된다. 작약의..."
"지휘관 주요 첩보 요구 [Cdr's Critical Information Requirement, Commander Critical Information Requirement, 指揮官主要諜報要求]","지휘관이 결심을 위해 필요로 하는 정보를 요구하는 일. 방책을 결정하거나 유효화하는 데 필요한 정보를 요구하는 것을 말한다. 통상 우선 정보 요구(PIR), 우군 정보 요구(FFIR)로 구체화되어 하달된다."
"로트 번호 [Lot Number, lot番號]","단일 생산자가 동일한 조건에서 제조나 조립을 하여 동일한 특성을 갖는 것으로 판단되는 제품군에 대하여, 이를 식별하고 추적하기 용이하도록 붙이는 고유 기호."
"검교정 [Calibration, 檢較正]",시험 및 측정에 사용되는 모든 계량 · 계측기의 정밀도와 성능을 유지하기 위하여 규정된 주기와 절차에 따라 비교 · 검사하여 교정하는 행위.
"핵 및 방사능전 [Nuclear And Radiation War, 核-放射能戰]",핵 또는 방사능을 이용하여 벌이는 싸움.
"스펀지 현상 [Sponge, sponge現象]",제동 회로 내에 공기 함입 시 제동 페달을 밟아도 압력이 생기지 않고 페달이 쑥 들어가 제동이 되지 않는 현상.
저하 등고선 [低下等高線],"음푹 들어간 곳의 깊이를 표시하는 등고선. 저하 지점은 갈색 등고선에 작은 눈금으로 표시되며, 그 간격은 10m이다."
"화생방 보고 [Nuclear Biological And Chemical Report, 化生放報告]","화생방 공격이나 화생방 위험을 신속하고 정확하게 수집 · 평가 · 처리하기 위하여 실시하는 보고. 보다 많은 정보를 교환하기 위하여 미군의 표준화 협정 2103에 의거하여 통일된 화생방 보고 양식을 적용한다. 종류에는 NBC1(관측자 (최초)보고), N..."
"예비 부력 [Reserve Buoyancy, 豫備浮力]","선체가 가라앉았을 때에, 부력이 증가할 수 있도록 함정 안을 가로막은 방의 용적."
"평면 직교 좌표 [Plane Rectangular Coordinates, 平面直交座標]","평면상의 한 점의 위치를 표시하는 좌표. 적당한 한 점을 원점으로 정하고 그 원점을 지나는 자오선을 X축, 동서 방향을 Y축으로 한다. 우리나라는 북위 38˚상에 동경 125˚부터 131˚까지 2˚ 간격으로 서부 · 중부 · 동부 · 동해 원점 등 4개의 원점을 사..."
"상륙군 [Landing Forces, 上陸軍]",상륙 돌격을 위하여 배당된 항공 부대 및 지상 부대의 기동 편성. 상륙 작전에서 상륙 부대의 최상급 제대이다.
