용어,설명
비수 [匕首],"일종의 단검으로, 일찍이 중국에서 자객(刺客)들이 품속에 은밀히 품고 다니면서 
	상대를자상(刺傷)하는 데 사용하였다. 후에는 도둑들이 많이 가지고 다녀, 
	비수라고 하면 악한들이 지니고 다니는 흉기로 인식되었다.
1014년(현종5) 고려 조정은 특명으로 백성의 비수 패용(佩用)을 금하였는데, 당시 
	거란(契丹)군이개경까지 쳐들어 오고, 동여진(東女眞)이 침입하는 등 나라가 
	어지러운 틈을 타서 악한들이 도량(跳梁)하는 것을 막기 위한 조치였던 것으로 
	보인다."
사담 [SARDAM],"사담은 포탄·로켓탄에 실려 발사되어 적의기갑부대상공 수백 m에서 산포된다. 각 자탄(子彈)은 특수한낙하산을 펴서, 수직축 둘레에 비스듬히 장착한 탄체와,밀리미터파(波) 또는적외선센서가 회전, 주사하면서 목표를 포착하여 공격한다. 목표를 포착하지 못한 자탄은 지상에 떨어져 대전차지뢰가 된다. 탄체는 자기단조파편탄(自己鍛造破片彈:self-forging fragment)으로, 작약(炸藥)의 폭발에 의하여 탄환 모양으로 변형된 금속 라이너가 고속으로 발사되어 전차의 윗면을 관통한다.
미육군이 1977년 연구에 착수하여 1986년 155mm 포탄과 다연장(多連裝)로켓탄에 탑재되었다. 전자에는 2∼3개, 후자에는 6개의 사담을 탑재할 수 있다."
"기뢰전함정 [mine warfare ships, 機雷戰艦艇]","넓게는기뢰를 탐지하여 제거·폭파 또는 무해화(無害化)하기 위한소해정(掃海艇) 등, 기뢰전 및 대(對)기뢰전용의 함정까지를 말한다. 기뢰를 부설하는 데는 수상함 이외에잠수함·항공기, 그리고 가장 부설함(假裝敷設艦:어선의 모선을 개장 또는 전용) 등도 사용된다.
소해정에는 자기기뢰(磁氣機雷)에 대비한 목조정(木造艇)이나 플라스틱제(製) 등 이외에 함대소해정·연해기뢰부설함·경함대기뢰부설함·함대기뢰부설함 등이 있다."
"다연장로켓발사기 [multiple rocket launcher, 多聯裝─發射器]","일정한 지역 내에 한번에 여러 개의 로켓탄(彈)을 퍼부어 강력한 화망(火網)을 
	구성하기 위하여 사용된다. 로켓탄은 자체가 지닌화약의 힘으로 추진되므로, 
	발사기의 구조가 간단하고 가벼워 소형 차량으로 끌거나 트럭 ·전차등에 탑재하여 
	운반한다. 소 ·중구경의 로켓 발사통을 12∼20개씩 네모꼴로 연결시킨 것과 
	대구경(大口徑)의 것을 1열로 연결시킨 것 등이 있다."
"대기권외무기 [outer space weapon, 大氣圈外武器]","대기의 영향을 거의 받지 않고 고공을 나는 대륙간탄도탄(intercontinental ballistic missile:ICBM) ·중거리탄도탄(intermediate range ballistic missile:IRBM) 등을 말한다.
대기권외무기의 특징은 초고속성과 초고공성을 갖추고 있기 때문에 방어자의 입장에서는 그것을 저지하거나 격추시키기가 어려운 반면에 공격자의 입장에서는 명중률이 불안정하다는 점이다. 따라서 이 무기는 군사목표의 공격에 사용하는 것보다는 공업중심지나 교통요충지에 대한 공격, 적의 대규모 보복력에 대한 파괴나 대량살상 등의 목적을 위한 전략무기로 사용하는 것이 적합하다."
현대의 군함,"제2차 세계대전후 해상전의 양상이 달라지고 미·소 두 나라가 대립하게 되자, 
	미국은 잠수함을 주로 하는 소련에 대항하기 위하여 대잠함정(對潛艦艇)을 
	중요시하게 되었고, 프리깃·구축함 등, 어느것이나 대잠병장(對潛兵裝)을 위주로 
	하는 것이 주체가 되었다. 그리고 대공 미사일을 주무장으로 한 순양함 이하, 
	양륙전을 주임무로 하는 각종 함정이 발달하였고, 1950년 이래 가스 터빈·고속 
	디젤의 발달에 따라 수중익정(hydrofoil)과 고속초계정이 개발되었다. 원자력 
	추진기관은 전후(戰後) 잠수함의 근본적인 변혁을 가져왔으며, 이어서 물 속에서 
	발사하는 탄도미사일(폴라리스·포세이돈 등)로 장비된 원자력 추진의 전략 
	보복잠수함이 오늘날의 주력함으로 등장하였다.따라서, 원자력 추진의 공격잠이 대잠(對潛)의 주체가 되었고, 헬리콥터·대잠 
	미사일 등을 활용한 대잠 함정도 발달되었다. 원자력 추진 항공모함은 미국만이 
	보유하고 있었으나, 원자력 추진의 프리깃 등을 호위함정으로 하는 그 기동력에 
	대하여, 러시아는 수상함 및 잠수함에서 발사되는 미사일 공격으로 이에 맞서려 
	하고 있으며, 각종 전자공학장치·원자방어시설 등으로 현대의 군함은 복잡하고 
	고가(高價)인 것으로 되어 있다. 2004년 현재 이외에도 3만 8천t의 배수량을 가진 
	프랑스의 원자력 추진 항공모함 샤를르 드골이 취역하고 있다."
소어 [Thor],"1957년 실험에 성공하였고 뒤에 우주개발용로켓으로 쓰이게 되었다. 길이 17.3m,지름 2.4m,무게 약 45t,추진력 151t의액체연료로켓이며, 사정거리 2,400km,속도는 음속의 10배에 이른다.보통 2단계 로켓의 1단 로켓으로 쓰이고 2단은 아제나·델터·에이블 등을 부착하여 사용한다. 엑스플러러 6호(1959.8.7)·에코 1호(1960.8.12)·트랜싯 4A호(1961.6.29)·알뤼에트 1호(1962.9.28)·바이오스 2호(1967.9.7)·엑스플러러 38호(1968.7.4) 등의 추진 로켓으로 사용되었다."
"평사포 [gun, 平射砲]","직사포 ·카농포라고도 한다. 이러한 포는 긴 포신으로 인해 발사된 탄환이 탄도곡선이 낮은 평사탄도를 날게 되고, 초속이 빠르므로 박격포 ·곡사포에 비해서 포탄을 멀리 보낼 수 있고, 관통력이 탁월한 특징을 가졌다. 따라서 원거리표적을 사격할 때, 견고한 건물 ·전차 ·토치카·군함의 함측(艦側) 등을 공격할 때 적합하다. 그러나 평사탄도로 인해서 사각(死角)이 많아져 배사면(背斜面)에 있는 표적을 공격할 때는 많은 제한을 받으며, 긴 포신으로 인한 무게의 증가로 기동성이 둔화되는 단점도 가졌다.
초기의 평사포는구경75mm정도의 포가 대종을 이루었으나, 1911년경부터 중(中)구경의 것이 출현하여제1차 세계대전후기에 후방진지의 원거리사격용에 쓰이고, 열차포 ·해안포 ·요새포등에도 이용되었다. 오늘날 야전포병용 평사포는 차량 ·기갑차로 견인되거나 자주(自走)하도록 되어 있으며, 전차에 탑재된전차포, 군함에 탑재되어 있는함포는 모두 평사포로 되어 있다."
대시 [DASH],"미국 해군에서 오랜 연구 끝에 개발하여 1963년경부터구축함급(프리깃·구축함 
	·호위함) 함선에 배치, 대잠 주무기의 하나로서 실용화한 것이다. 함정이 보통 
	1∼3기의 드론(drone:무인 헬리콥터)을 탑재하고 있으나 구축함 및 호위함의 경우는 
	3기가 표준이다. 적의 잠수함을 자함(自艦)의소나(sonar:수중음파탐지기) 
	·대잠기(對潛機) 등으로 발견하면 드론을 발진시키는데, 드론은 근거리에서는 육안, 
	야간 ·원거리에서는 레이더로 추적하며, 함상에서의 무선조작으로 적당한 거리에 
	이르면 목표물을 향해 어뢰 ·폭뢰를 투하한다.
다음과 같은 장점이 있다. ① 사람이 탑승하지 않기 때문에 기체가 작고 가벼우며 
	간단하다. 또한 구명시설이 불필요하며 폭탄 적재량이 많고 준소모품적으로 사용할 수 
	있다. ② 격납고와 발착용 갑판이 크지 않아도 되며 유인 헬리콥터를 사용할 수 없는 
	작은 함정에도 탑재할 수 있다. ③ 목표를 소나로 포착한 즉시 발진시킬 수 있으므로 
	공격결정에서 공격까지의 시간이 절감된다.
단점으로는 발진시 드론이 손상될 위험이 있으며, 지령전파가 약해진 원거리에서는 
	정확성이 결여되는 취약성 등을 들 수 있다. 대시에 대하여 유인 헬리콥터를 같은 목적에 
	사용하는 체계를 매시(MASH:mannedanti-submarinehelicopter)라고 한다."
"제7함대 [The U.S. Seventh Fleet, 第七艦隊]","관할 범위는 북으로는베링해에서 남으로는남극해에 이르며, 태평양 전역과 극동·동남·동북 아시아를 포함한다. 괌, 일본의 요코스카와 사세보를 주요 기지로 하며 항공모함 2척, 함정 약 60척, 항공기 약 430대를 보유하고 있다.1943년 특설임무부대로 창설되어 제2차세계대전, 6·25전쟁,베트남전쟁등에서 크게 활약하였다. 미국은 최근 동북아시아 지역의 안보중요성을 감안해 제칠함대에 벨로우드 상륙강습함을 예속시켰으며, 신형 유도미사일구축함 1척을 추가 배치하였다."
현대의 화기,"세계대전에 따른 군사기술, 즉 현대 화기의 발달에 대해 살펴본다.
(1) 자동화기:1887년 맥심이 발명한 기관총은 구조 ·성능면에서 뛰어나보어전쟁등에서 위력을 나타냈으며,제1차 세계대전초기까지도 중기관총이 절대적 저지 
	위력을 발휘, 그로 인해 보병전은 기관총 화력을 중심으로 이루어졌다. 공격화력의 
	증강을 위한 경기관총 ·휴대용 중기관총의 연구 ·장비가 추진되어 1918년대 
	보병화기는 중 ·경 기관총이 주가 되고 소총 ·기병총은 자동화기에 부속되는 
	보조병기화하였다.제1차 세계대전 후 기술경향은 발사기능의 정확화와 사격속도의 향상으로 쏠려 
	사격속도는 초기의 분당 250발에서 30년경 500발로 늘어나고,제2차 세계대전중에는 항공용 ·대공용으로 분당 1,000발까지 이르게 되었다. 그러나 기관총은 
	가까운 거리에서의 접적(接敵) 사격에서는 위력이 세기 때문에 위험하며 조작에 
	힘이 든다.그래서 제2차 세계대전 중에 근접전투용 자동화기가 개발되었다. 소련군의 
	자동단총, 미국군의 자동기병총 등이 그것이다. 독일군은 이 양자를 병용하였다. 
	최근에는국지전무기의 발달과 함께 자동소총이 각국에서 개발 ·채택되고 있다. 
	미국의 M16 소총, 소련의AK47 소총 등처럼 경량 ·소형에 많은 탄약을 휴대할 수 
	있고 단 ·연발 사격이 가능한 것이 널리 보급되었다.(2) 근접화기(진지무기):기관총 화력은 눈에 보이는 적에게는 강력하지만 참호 
	·엄폐호(掩蔽壕) 등에 대해서는 무력하여 진지전투의 보병화력으로는 적합하지 
	않게 되었다. 또 포병의 집중사탄(集中射彈)에 의한 진지 파괴는 아군에게도 
	위험하기 때문에 근거리 무기로서 수류탄과 박격포가 쓰이게 된 것이다. 수류탄은 
	1915년 피크린산(酸) 장전에 의한 점화선식이 프랑스에서 개발되어 투척거리 50m,파편효과 100m에 이르렀다. 독일군은 중량 50kg정도로 75m 야포탄과 비슷한 
	파괴효력을 지니고 분당 15발, 구경 81mm이상, 사정거리 2,000m 안팎의 박격포를 
	만들어냈다. 제2차 세계대전 중 위력을 떨친 화염방사기도 근접화기로서 중요한 
	것으로 전차에도 장비하게 되었다.(3) 대전차무기:제1차 세계대전 중에 출현한 전차의 위력은 초기의 기습적 효과와 
	함께 대항 무기가 없었기 때문에 위력이 컸다. 대전차무기는 전차 장갑(전면 
	12~45mm)을 파괴할 수 있어야 한다. 전차의 기동성에 대항할 만한 기민한 조작이 
	필요하며, 조준이 정확하고 사격속도가 빨라야 했다. 독일군은 대전차 전투에 
	고심했으나 보병 소구경 화기로는 불충분하기 때문에 야포 직접사격을 하게 되어 
	포병운용에 차질을 가져왔다. 그 결과 대전차 소총을 개발했는데 그것은 단발인데다 
	중량이 무거워 전차의 집단사용전술에는 효과를 거두지 못하였다.대전차포는 제1차 세계대전 후 사정거리 500 m에서 장갑을 격파할 수 있게 연구되어 
	25~40mm평사포가 쓰이게 되었다. 스페인 내란은 전차와 대전차포의 대결장이 되어 
	여기에서 경전차의 무력화가 입증되었다.제2차 세계대전 전의 몇 해 동안은 전차 장갑의 강화, 속도향상 경향에 대응하여 
	대전차포의 성능강화를 기도, 각국이 50mm내외의 포를 개발하여 고속전차의 원거리 
	격파에 사용하였다. 대전차 방어무기로서 인정받은 것이 경량의 대전차 지뢰인데 
	그것은 전차 밑의 비장갑 부분 캐터필러 파괴에 위력을 발휘했다.제2차 세계대전 중의 독 ·소전에서는 전차의 공방전이 향상되어 40~55mm포는 
	구식포가 되고, 독일군은PAK88mm포를, 소련군은 76.2mm포를 사용하여 
	초속(初速) ·포신(砲身) ·장약량(裝藥量) 등이 모두 증강되었으며, 내구경포도 
	쓰이게 되었다. 이처럼 대전차포는 대형화되고 독일의PAK포 등은 중량이 4t이기 
	때문에 대전차화기는 전차 방어력에 굴복할 수 있다는 우려를 갖게 하였다.그러나 노이만 효과(먼로 효과)를 이용한 누두상(漏斗狀) 작약탄환의 출현은 
	대전차무기를 발전시켜 75mm포탄(중량 3.9kg)은 180mm의 장갑을, 45mm포탄도 60mm장갑을 파괴할 수 있게 되었다. 이 누두상 작약탄환은 초속에는 관계없이 
	관철위력을 발휘하고 저초속(低初速)의 경화포에도 사용할 수 있기 때문에 
	무반동포에 로켓 장치를 붙인 바주카포도 나오게 되었다. 바주카포는 보병의 개인 
	휴대화기로서 전차공격을 가능하게 하였으나 사정거리가 짧아 최근에는 
	유도병기로서 대전차 미사일이 유력한 화기로 등장하였다.(4) 대공화기:항공기사격은 탄환이 적기에 명중하거나 가까운 거리에서 작렬하도록, 
	거리 ·풍향 ·풍속 ·사각 ·방위각 ·고도 ·목표의 속도 등 사격제원을 고도로 
	정밀화한 준비사격의 연속이며 가장 신속한 사격속도가 요구된다. 조준은 적기의 
	미래 위치에 대하여 이루어지고 사격준비기구의 정비는 다른 화기보다 중요하며 
	이는 고초속과 구경 대형화 요구와 더불어 급속도로 발전하였다.제1차 세계대전 초기에 대공화기로서 중기관총에 고사계(高射界)를 부여한 저공용과 
	고도 2,000~4,000m에 사용하는 고사포(75mm야포나 105mm카농포의 개조)가 
	전부였다. 당시에는 고사산정구(高射算定具)가 없고 유치한 관측기재뿐이었으므로 
	1기를 격추시키는 데 평균 4,000발의 포탄이 소비되었다.대공화기의 본격적인 발달은 1930년대 이후로 측거의측정(測距儀測定)을 바탕으로 
	조준을 하면 사격제원이 신속히 연속적으로 계산되고 그 결과가 원격전달장치로 각 
	화포에 전달되는 방식이 나왔다. 이 대공화기의 조준 자동화는 다른 
	음원표정기(音源標定機) ·조명 등과 병용되어 밤낮의 구별이 없어졌다.스페인 내란은 대공화기에서도 시험대가 되었는데, 고고도 고속기 사격법이 
	요구되어 105~127mm고사포, 37~40mm고사기관포 등이 나오게 되었다. 또 
	대공화기의 자동화에 이어서 근접신관이 발명되자 탄환비행 경과시간의 오차에 의한 
	영향이 일소되고 레이더 표정(標定)에 의한 전파조준법이 완성됨으로써 일기나 
	밤낮의 구별이 없어졌다. 대공 로켓탄의 개발로 대공화력은 조건에 따라서는 
	항공공격을 봉쇄할 수 있는 기술단계에까지 도달하였다.런던 방공전투는 전투기 배치선(配置線) 2선(線), 대공화기 배치 2선으로 편성되고 
	1944~45년 준비 탄약 10만 t으로, 공격해 온V-1호를 3,957기(49%)나 격추시켰는데, 
	그 가운데 지상 대공화기에 의한 것이 1,878기(20.3%)나 되었다. 이러한 방공전술은 
	미사일 시대에 들어서도 응용되어 요격전투기나 대공미사일에 의한 방어진을 몇 
	단계로 설치하고 레이더나 전자계산기 등 전자무기를 종합하여 자동경계 관제조직을 
	구성하게 되었다.(5) 로켓 무기:로켓탄의 실용화는 강력한 분사화약의 제조와 액체분사연료가 
	발명되면서부터이며 제1차 세계대전 중에 처음으로 사용되었다. 1941년부터 
	사용되기 시작한 독일의RS132식 로켓탄, 소련의 카추샤 포탄은 화약 분진탄으로, 
	다른 교전 각국에서도 사용하였다.로켓포의 장점은 가벼운 발사장치뿐이므로 소부대에 많이 장비할 수 있으며, 짧은 
	시간 내에 사격위치에 들어가 많은 탄환의 연속 집중사격을 가할 수 있는 점이다. 
	결점은 명중확률이 좋지 않고 뒤로 분출되는 화염 때문에 적으로부터 발견되기 
	쉬우나, 기습효과로 이 약점이 보충되었다.액체연료 로켓은 독일의 V무기에서 비롯되었다. V－1호는 가솔린 연료에 의한 펄스 
	제트 기관으로 추진되는 것으로 진짜 로켓 무기는 아니다. V－2호는 로켓 효과로 
	분진하고 레이더 정산반(精算盤)에 의한 유도방법이 병용되었는데 명중도와 
	비행탄도가 불량하고 제작이 어려웠으나, 사정거리가 연장되는 등의 효과도 있어 
	항공무기의 한 분야를 개척한 셈이 되었다.제2차 세계대전 말기에 독일 공군은 제트 전투기Me262를 개발, 여기에 로켓탄 
	R4M을 적재(1기 24발)하여 미 ·영의 전략폭격대를 공격하였다. 이것은 1,100m의 
	사정거리를 지니고, 폭격기 밀집편대의 방어화망권외(防禦火網圈外)에서 공격할 수 
	있고, 모든 포탄을 한꺼번에 발사하면 1,000m 거리에서 15~30m 간격으로 폭격기를 
	포착, 격추시키게 되어 있었다. 오늘날 항공 로켓 무기는 자동조정장치와 유무선 
	원격유도장치를 장비하고 강력 폭약 외의 소형원자폭탄을 적재한 것도 있다. 또 
	지대지(地對地) ·공대지 ·공대공 등 여러 가지가 있으며, 미사일 전술의 출현과 
	더불어 경이적으로 발달되었다."
